id	en1	jp1	en2	jp2	level	similar
8720	regiment	連隊、統制する	The soldiers were regimented in a disciplined manner.	兵士たちは規律正しく連隊を組んでいた。	2	[10779,5070,7669,927,5247]
8721	congestion	混雑、渋滞	Traffic congestion is a serious problem in urban areas.	都市部の交通渋滞は深刻な問題です。	2	[10294,9067,8074,1551,8183]
8722	crumble	崩れる、砕ける	The old building began to crumble with time.	古い建物は時の流れとともに崩れ始めた。	2	[6868,2277,5107,3477,8368]
8723	cumulative	累積的な、累計の	The cumulative cost of this project is exceeding expectations.	このプロジェクトの累積費用は予想を超えています。	2	[1742,3920,9931,6293,6722]
8724	outlook	見通し、展望	The economic outlook remains uncertain.	経済の見通しは依然として不確かです。	1	[6638,10476,5161,2606,7594]
8725	abstract	抽象的な	His paintings are abstract and difficult to interpret.	彼の絵は抽象的で、解釈が難しいです。	1	[8726,4527,10635,3117,10542]
8726	contemporary	現代の、同時代の	Contemporary art can be difficult to understand at times.	現代美術は時に理解しにくいです。	1	[8725,10542,10635,6367,4536]
8727	opponent	対戦相手、敵	He faced a strong opponent in the chess game.	彼はチェスの試合で強力な対戦相手に直面しました。	1	[2140,7460,6212,752,3705]
8728	principle	原理、原則	This company operates on the principle of sustainability.	この会社は持続可能性の原則に基づいて運営されています。	1	[10564,9777,10356,6041,6328]
8729	tactical	戦術的な	The army carried out a tactical withdrawal.	軍は戦術的な撤退を実行しました。	2	[8327,4939,7669,5341,5070]
8730	component	構成要素、部品	This machine is made up of several essential components.	この機械はいくつかの重要な部品から構成されています。	1	[6909,8823,10210,1331,7444]
8731	chaotic	混沌とした、無秩序な	His office is always in a chaotic state.	彼のオフィスは常に混沌とした状態です。	2	[4024,7148,5899,5491,10412]
8732	recall	思い出す、呼び戻す	She couldn't clearly recall the moment of the accident.	彼女は事故の瞬間をはっきりと思い出すことができませんでした。	2	[5405,4469,3230,4903,1457]
8733	encounter	出会う、遭遇する	We encountered a wild animal in the forest.	森の中で野生の動物に遭遇しました。	1	[9287,10385,7552,1383,4795]
8734	venture	冒険する、思い切ってやる	He decided to venture into a new business.	彼は新しいビジネスに手を出すことを決めました。	1	[3333,8061,5609,410,8539]
8735	catastrophe	大惨事、破滅	The earthquake brought a catastrophe to the whole region.	地震は地域全体に大惨事をもたらしました。	1	[2707,9161,4749,6099,1521]
8736	uptight	神経質な、緊張した	He is always uptight and cannot relax.	彼はいつも神経質で、リラックスできません。	2	[4740,2400,2841,7399,7148]
8737	ameliorate	改善する、緩和する	We need to take action to ameliorate the impact on the environment.	私たちは環境への影響を緩和するために行動する必要があります。	2	[9190,4832,5367,6429,1526]
8738	simmer	ぐつぐつ煮る、煮詰める	Let the soup simmer for an hour on low heat.	スープを弱火で1時間煮詰めてください。	2	[525,10831,1979,10935,1185]
8739	associate	関連付ける、結びつける	I associate summer with the beach.	私は夏とビーチを関連付けます。	1	[1699,9798,9286,9486,8372]
8740	appropriate	適切な、ふさわしい	This outfit is not appropriate for the situation.	この状況にはこの服装は適切ではありません。	1	[3400,6662,3407,8839,2893]
8741	phobia	恐怖症	He has a phobia of heights.	彼は高いところに恐怖症を持っています。	1	[8188,7796,7522,4603,1224]
8742	aesthetic	美的な、美学的な	The painting was very aesthetically appealing.	その絵画は非常に美的感覚に訴えかけるものだった。	1	[1534,2325,8216,1830,602]
8743	constraint	制約、束縛	We had to change the plan because of budget constraints.	予算の制約のために、計画を変更しなければならなかった。	1	[4626,5563,10762,7773,6636]
8744	emit	放出する、発する	The factory emits a lot of smoke.	その工場は大量の煙を排出している。	2	[5611,8780,6420,8237,232]
8745	swirl	渦巻く、旋回する	The wind swirled the fallen leaves.	風が落ち葉を渦巻かせた。	2	[4946,7933,5582,4909,940]
8746	propel	推進する、駆り立てる	The rocket was propelled into space.	ロケットは宇宙空間へ推進された。	2	[7498,5189,877,5417,159]
8747	correlation	相関関係、相互関係	There is a strong correlation between these two sets of data.	この2つのデータには強い相関関係がある。	1	[10136,10177,5719,8285,3781]
8748	dignify	威厳を与える、品位を高める	The ceremony dignified the old traditions.	その儀式は古い伝統を威厳あるものにした。	2	[7907,8379,10325,276,4355]
8749	entangle	巻き込む、もつれさせる	He got entangled in a web of lies.	彼は嘘の網に巻き込まれてしまった。	2	[569,3402,6773,7061,5315]
8750	luminous	光を放つ、明るい	The full moon was luminous in the sky.	その満月は空に光を放っていた。	2	[2212,5073,801,5593,1842]
8751	rave	激賞する、熱狂的に語る	The critics raved about the movie.	批評家たちはその映画を激賞した。	2	[1472,5297,5728,1011,6684]
8752	raft	いかだ、救命いかだ	They went down the river on a raft.	彼らは川をいかだで下った。	2	[7729,2233,3240,505,591]
8753	extinguish	消す、絶やす	The firefighters extinguished the fire.	消防士は火を消し止めた。	2	[6459,2085,8331,8835,1338]
8754	prologue	序章、発端	The prologue to the novel set the stage for the story.	その小説の序章は物語の舞台を設定した。	2	[8276,4933,8068,7402,5632]
8755	communion	交わり、親睦	They felt a communion with nature.	彼らは自然との交わりを感じた。	2	[7727,3611,4608,7053,6138]
8756	bail	保釈、保釈金	He was released on bail.	彼は保釈金を払って釈放された。	2	[7732,5201,10579,6994,7315]
8757	vomit	吐く、嘔吐する	He felt sick and vomited.	彼は気分が悪くて吐いてしまった。	2	[8820,3124,5920,2330,7659]
8758	obsess	取りつかれる、悩まされる	He was obsessed with the problem.	彼はその問題に取りつかれていた。	2	[3275,3564,7378,2439,173]
8759	meaningful	意味のある、有意義な	She found a meaningful job.	彼女は有意義な仕事を見つけた。	1	[1423,3790,6467,327,8386]
8760	unify	統一する、統合する	The project unified the team.	そのプロジェクトはチームを統一した。	1	[1898,5960,6423,1099,4637]
8761	medication	薬、投薬	He is taking medication to treat his illness.	彼は病気の治療のために薬を服用している。	1	[2448,2373,10030,4307,7009]
8762	enrichment	豊かにすること、充実	Education is an important means of self-enrichment.	教育は自己の豊かさのための重要な手段です。	1	[1937,808,2659,2127,10290]
8763	bondage	束縛、奴隷状態	He was freed from the bondage of his past and became free.	彼は過去の束縛から解放され、自由になりました。	2	[4974,8038,5201,3317,10579]
8764	infuriate	激怒させる、憤慨させる	His irresponsible behavior infuriated me.	彼の無責任な行動は私を激怒させた。	2	[4335,2472,6045,3110,1439]
8765	oblivion	忘却、意識不明	He fell into a deep sleep, into oblivion.	彼は深い眠り、つまり忘却の中に落ちていった。	2	[3641,4553,7545,6525,5454]
8766	sift	ふるいにかける、選別する	We need to carefully sift through the evidence to find the truth.	証拠を注意深くふるいにかけて、真実を見つけ出す必要があります。	2	[3123,5847,6194,2588,10118]
8767	persevere	忍耐する、やり抜く	Despite the difficulties, he persevered to achieve his goal.	困難にもかかわらず、彼は目標を達成するために忍耐した。	1	[5230,620,6034,3845,6802]
8768	fixture	固定物、備品	This old house has unique lighting fixtures.	この古い家には独特な照明器具が備わっています。	2	[5434,5283,4139,9669,10187]
8769	inexplicable	不可解な、説明できない	The incident was filled with inexplicable events.	その事件は不可解な出来事に満ちていた。	2	[10533,5075,8267,4061,2476]
8770	allocation	配分、割り当て	Proper allocation of resources is essential for the success of the project.	資源の適切な配分がプロジェクトの成功には不可欠です。	2	[5945,7077,3178,6057,10519]
8771	blizzard	吹雪、猛吹雪	The roads were closed due to the blizzard.	吹雪のため、道路は通行止めになった。	2	[4598,600,10525,1604,3472]
8772	longevity	長寿、寿命	A healthy lifestyle can contribute to longevity.	健康的なライフスタイルは長寿につながる可能性があります。	2	[6526,10216,6157,2901,414]
8773	fatherland	祖国、故郷	He had a strong patriotism for his fatherland.	彼は祖国への強い愛国心を持っていた。	2	[8695,6706,10341,1850,7106]
8774	reminiscence	回想、思い出話	My grandfather often told reminiscences of the war.	祖父は戦争の回想話をよく語ってくれた。	2	[6454,3282,2076,6734,7734]
8775	participle	分詞	In English grammar, there are present and past participles.	英語の文法では、現在分詞と過去分詞があります。	2	[5151,779,522,9975,2100]
8776	reservoir	貯水池、蓄え	This reservoir is the source of water for the city.	この貯水池は街の水源です。	2	[7939,10145,4226,4464,7619]
8777	distill	蒸留する、抽出する	In this process, we distill essential oil from flowers.	このプロセスでは、花から香油を蒸留します。	2	[4207,2383,5256,2531,4989]
8778	trickle	したたる、少しずつ流れる	Water was trickling from the faucet.	蛇口から水がぽたぽたと垂れていた。	2	[7871,2687,5206,7793,5953]
8779	crest	頂上、波頭	Reaching the crest of the mountain, there was a breathtaking view.	山頂に到達すると、息をのむような景色が広がっていた。	2	[751,6390,167,10109,4576]
8780	pollutant	汚染物質	Emissions from the factory are serious pollutants.	工場からの排出物は深刻な汚染物質です。	2	[8744,5611,5900,6420,5480]
8781	contour	輪郭、等高線	The contour lines on the map show the terrain.	地図の等高線は地形を示しています。	2	[2911,4582,2507,7125,8016]
